Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Jan-19,Murder,Solved,Tower Hamlets,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Feb-19,Murder,Solved,Tower Hamlets,White
1,35 to 44,Female,Blunt Implement,Domestic,Apr-19,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-19,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jun-19,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Shooting,Not Domestic,Nov-19,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Nov-19,Murder,Solved,Ealing,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Feb-19,Murder,Solved,Redbridge,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Apr-19,Murder, Unsolved ,Redbridge,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Jun-19,Murder,Solved,Redbridge,White
1,55 to 64,Male,Blunt Implement,Not Domestic,Nov-19,Murder,Solved,Redbridge,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Nov-19,Murder,Solved,Redbridge,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Nov-19,Murder,Solved,Redbridge,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Apr-19,Murder,Solved,Hackney,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Apr-19,Murder,Solved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,May-19,Murder,Solved,Hackney,Black
1,35 to 44,Female,Blunt Implement,Not Domestic,Aug-19,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Dec-19,Murder,Solved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jan-19,Murder,Solved,Waltham Forest,Black
1,65 and over,Male,Blunt Implement,Not Domestic,Feb-19,Murder, Unsolved ,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Mar-19,Murder,Solved,Waltham Forest,White
1,55 to 64,Male,"Pysical Assualt, no weapon",Not Domestic,Apr-19,Murder,Solved,Ealing,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic,May-19,Murder,Solved,Ealing,White
1,25 to 34,Male,Shooting,Not Domestic,Jul-19,Murder,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Dec-19,Murder,Solved,Waltham Forest,White
1,45 to 54,Male,Knife or Sharp Implement,Domestic,Dec-19,Murder,Solved,Barking & Dagenham,White
1,65 and over,Male,Not known/Not Recorded,Not Domestic,May-19,Murder, Unsolved ,Enfield,White
1,20 to 24,Male,Shooting,Not Domestic,Jul-19,Murder, Unsolved ,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Sep-19,Murder,Solved,Enfield,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic,Sep-19,Murder,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Oct-19,Murder,Solved,Enfield,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Apr-19,Murder, Unsolved ,Newham,Asian
1,35 to 44,Female,Blunt Implement,Not Domestic,Apr-19,Murder,Solved,Newham,Asian
1,25 to 34,Female,Blunt Implement,Not Domestic,Apr-19,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,May-19,Murder, Unsolved ,Newham,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic,May-19,Murder,Solved,Newham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jun-19,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jun-19,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-19,Murder,Solved,Newham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Sep-19,Murder,Solved,Newham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Oct-19,Murder,Solved,Newham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Dec-19,Murder,Solved,Ealing,Black
1,35 to 44,Female,"Pysical Assualt, no weapon",Domestic,Jan-19,Murder, Unsolved ,Havering,Black
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic,Mar-19,Murder,Solved,Havering,White
1,65 and over,Male,"Pysical Assualt, no weapon",Not Domestic,Jun-19,Manslaughter, Unsolved ,Havering,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic,Aug-19,Murder, Unsolved ,Ealing,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic,Dec-19,Murder, Unsolved ,Havering,White
1,65 and over,Female,Not known/Not Recorded,Not Domestic,Mar-19,Murder,Solved,Kensington & Chelsea,White
1,65 and over,Female,Knife or Sharp Implement,Domestic,May-19,Murder,Solved,Kensington & Chelsea,White
1,65 and over,Male,Knife or Sharp Implement,Domestic,May-19,Murder,Solved,Kensington & Chelsea,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Dec-19,Murder,Solved,Kensington & Chelsea,Other
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Mar-19,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Mar-19,Murder,Solved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jun-19,Murder,Solved,Hammersmith & Fulham,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Jun-19,Murder,Solved,Hammersmith & Fulham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-19,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jan-19,Murder,Solved,Westminster,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Mar-19,Murder,Solved,Westminster,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Mar-19,Murder,Solved,Westminster,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Sep-19,Murder,Solved,Westminster,Other
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Apr-20,Murder,Solved,Wandsworth,White
1,45 to 54,Male,"Pysical Assualt, no weapon",Not Domestic,May-20,Manslaughter,Solved,Wandsworth,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Oct-20,Murder,Solved,Wandsworth,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Feb-20,Murder,Solved,Kingston Upon Thames,Not Reported/Not known
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Oct-20,Murder,Solved,Merton,Black
1,45 to 54,Female,"Pysical Assualt, no weapon",Domestic,Oct-20,Murder,Solved,Ealing,White
1,65 and over,Male,Blunt Implement,Not Domestic,Jul-20,Murder,Solved,Hounslow,Not Reported/Not known
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jul-20,Murder,Solved,Hounslow,Asian
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Oct-20,Murder, Unsolved ,Hounslow,Asian
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic,Oct-20,Murder, Unsolved ,Hounslow,Asian
1,0 to 12,Female,Other Methods of Killing,Not Domestic,Dec-20,Murder, Unsolved ,Hounslow,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Jan-20,Murder,Solved,Richmond Upon Thames,White
1,65 and over,Male,Not known/Not Recorded,Not Domestic,Aug-20,Murder, Unsolved ,Richmond Upon Thames,White
1,25 to 34,Male,"Pysical Assualt, no weapon",Not Domestic,Mar-20,Murder,Solved,Hillingdon,White
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,Apr-20,Murder,Solved,Hillingdon,Asian
1,20 to 24,Male,Shooting,Not Domestic,Oct-20,Murder,Solved,Hillingdon,Black
1,65 and over,Female,Knife or Sharp Implement,Not Domestic,Apr-20,Murder,Solved,Lambeth,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Apr-20,Murder,Solved,Lambeth,White
1,0 to 12,Female,Not known/Not Recorded,Not Domestic,May-20,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jul-20,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Aug-20,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Sep-20,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Nov-20,Murder,Solved,Lambeth,Not Reported/Not known
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Dec-20,Murder,Solved,Lambeth,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic,Jun-20,Murder,Solved,Merton,Asian
1,20 to 24,Male,Shooting,Not Domestic,Sep-20,Murder,Solved,Merton,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Feb-20,Murder,Solved,Brent,Black
1,35 to 44,Female,Other Methods of Killing,Domestic,Apr-20,Murder,Solved,Brent,Black
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic,Jun-20,Murder,Solved,Brent,Black
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic,Jun-20,Murder,Solved,Brent,Black
1,25 to 34,Male,Shooting,Not Domestic,Jul-20,Murder,Solved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jul-20,Murder,Solved,Ealing,White
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic,Jul-20,Murder,Solved,Brent,White
1,25 to 34,Male,Shooting,Not Domestic,Aug-20,Murder, Unsolved ,Brent,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Sep-20,Murder,Solved,Brent,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Nov-20,Murder,Solved,Brent,Black
1,45 to 54,Female,Other Methods of Killing,Not Domestic,Jan-20,Murder,Solved,Barnet,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-20,Murder,Solved,Harrow,Asian
1,0 to 12,Female,Not known/Not Recorded,Not Domestic,Oct-20,Manslaughter,Solved,Harrow,Not Reported/Not known
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Dec-20,Murder,Solved,Harrow,Black
1,55 to 64,Male,Blunt Implement,Not Domestic,Jul-20,Murder,Solved,Camden,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Mar-20,Murder,Solved,Barnet,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Sep-20,Murder,Solved,Barnet,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Jan-20,Infanticide, Unsolved ,Ealing,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Mar-20,Murder,Solved,Ealing,White
1,55 to 64,Male,Knife or Sharp Implement,Domestic,Jul-20,Murder,Solved,Ealing,Black
1,0 to 12,Male,"Pysical Assualt, no weapon",Not Domestic,Aug-20,Murder,Solved,Ealing,White
1,55 to 64,Male,"Pysical Assualt, no weapon",Not Domestic,Aug-20,Manslaughter,Solved,Ealing,Black
1,55 to 64,Female,Knife or Sharp Implement,Domestic,Nov-20,Murder,Solved,Ealing,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jan-20,Murder,Solved,Islington,White
1,65 and over,Male,Blunt Implement,Not Domestic,May-20,Murder,Solved,Islington,White
1,20 to 24,Male,Shooting,Not Domestic,Jul-20,Murder,Solved,Islington,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Sep-20,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-20,Murder,Solved,Haringey,Black
1,25 to 34,Male,Shooting,Not Domestic,May-20,Murder,Solved,Haringey,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Jun-20,Murder,Solved,Haringey,White
1,45 to 54,Male,"Pysical Assualt, no weapon",Not Domestic,Feb-20,Manslaughter,Solved,Southwark,White
1,65 and over,Female,Blunt Implement,Domestic,Mar-20,Murder,Solved,Southwark,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,May-20,Murder,Solved,Southwark,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-20,Murder,Solved,Southwark,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Nov-20,Murder,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Mar-20,Murder,Solved,Lewisham,Asian
1,55 to 64,Female,Knife or Sharp Implement,Domestic,Jun-20,Murder,Solved,Lewisham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Sep-20,Murder,Solved,Lewisham,Black
1,35 to 44,Male,Shooting,Not Domestic,Jul-20,Murder,Solved,Bromley,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Jul-20,Murder,Solved,Bromley,White
1,35 to 44,Male,Blunt Implement,Not Domestic,Feb-20,Murder,Solved,Greenwich,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Mar-20,Murder,Solved,Greenwich,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic,Jul-20,Murder,Solved,Greenwich,White
1,35 to 44,Female,Blunt Implement,Domestic,Oct-20,Murder,Solved,Greenwich,White
1,55 to 64,Male,"Pysical Assualt, no weapon",Not Domestic,Dec-20,Manslaughter,Solved,Greenwich,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Dec-20,Murder,Solved,Greenwich,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Jan-20,Murder,Solved,Ealing,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Feb-20,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Mar-20,Murder,Solved,Croydon,Black
1,45 to 54,Male,Shooting,Not Domestic,Sep-20,Murder,Solved,Croydon,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Oct-20,Murder,Solved,Croydon,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic,Oct-20,Murder,Solved,Croydon,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Nov-20,Murder,Solved,Croydon,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Dec-20,Murder,Solved,Croydon,White
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,Jun-20,Murder,Solved,Bexley,White
1,0 to 12,Male,Not known/Not Recorded,Not Domestic,Jul-20,Murder, Unsolved ,Bexley,White
1,65 and over,Female,Knife or Sharp Implement,Domestic,Sep-20,Murder,Solved,Bexley,White
1,25 to 34,Male,Shooting,Not Domestic,Jun-20,Murder,Solved,Sutton,Black
1,35 to 44,Female,Other Methods of Killing,Not Domestic,Jul-20,Murder,Solved,Sutton,White
1,65 and over,Male,Other Methods of Killing,Not Domestic,Jul-20,Manslaughter,Solved,Tower Hamlets,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Aug-20,Murder, Unsolved ,Ealing,White
1,45 to 54,Male,"Pysical Assualt, no weapon",Not Domestic,Dec-20,Manslaughter,Solved,Ealing,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-20,Murder, Unsolved ,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jan-20,Murder, Unsolved ,Redbridge,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-20,Murder, Unsolved ,Redbridge,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Mar-20,Murder,Solved,Redbridge,Black
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic,Apr-20,Murder,Solved,Redbridge,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic,Apr-20,Murder,Solved,Redbridge,Asian
1,35 to 44,Male,"Pysical Assualt, no weapon",Domestic,May-20,Manslaughter, Unsolved ,Redbridge,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Oct-20,Murder,Solved,Redbridge,White
1,25 to 34,Male,Shooting,Not Domestic,Nov-20,Murder,Solved,Redbridge,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic,Jan-20,Murder,Solved,Hackney,White
1,55 to 64,Female,Blunt Implement,Domestic,Mar-20,Murder,Solved,Hackney,White
1,25 to 34,Male,"Pysical Assualt, no weapon",Not Domestic,Apr-20,Murder,Solved,Hackney,Black
1,20 to 24,Male,Shooting,Not Domestic,Jun-20,Murder, Unsolved ,Hackney,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic,Sep-20,Murder,Solved,Hackney,Asian
1,55 to 64,Male,"Pysical Assualt, no weapon",Domestic,Nov-20,Manslaughter,Solved,Hackney,Asian
1,55 to 64,Female,Blunt Implement,Domestic,Jan-20,Murder,Solved,Waltham Forest,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Feb-20,Murder,Solved,Waltham Forest,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Apr-20,Murder,Solved,Waltham Forest,White
1,55 to 64,Male,Not known/Not Recorded,Not Domestic,Apr-20,Murder, Unsolved ,Waltham Forest,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Aug-20,Murder,Solved,Waltham Forest,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Oct-20,Murder,Solved,Waltham Forest,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Aug-20,Murder, Unsolved ,Barking & Dagenham,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic,Sep-20,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Shooting,Not Domestic,Mar-20,Murder,Solved,Enfield,Black
1,55 to 64,Female,Blunt Implement,Domestic,Apr-20,Murder,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jul-20,Murder,Solved,Enfield,White
1,25 to 34,Male,Shooting,Not Domestic,Jul-20,Murder,Solved,Enfield,Black
1,35 to 44,Female,Knife or Sharp Implement,Not Domestic,Aug-20,Murder,Solved,Enfield,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Sep-20,Murder,Solved,Enfield,Asian
1,35 to 44,Male,Knife or Sharp Implement,Domestic,Nov-20,Murder,Solved,Enfield,Black
1,13 to 19,Male,Blunt Implement,Not Domestic,Mar-20,Murder,Solved,Newham,Asian
1,35 to 44,Female,Knife or Sharp Implement,Not Domestic,Mar-20,Murder,Solved,Newham,Asian
1,35 to 44,Female,Blunt Implement,Not Domestic,Mar-20,Murder,Solved,Ealing,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Apr-20,Murder,Solved,Ealing,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Dec-20,Murder,Solved,Newham,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Dec-20,Murder,Solved,Newham,Black
1,45 to 54,Male,Blunt Implement,Not Domestic,Feb-20,Murder,Solved,Kensington & Chelsea,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic,May-20,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Male,Shooting,Not Domestic,Jun-20,Murder, Unsolved ,Hammersmith & Fulham,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Nov-20,Murder,Solved,Hammersmith & Fulham,White
1,45 to 54,Male,Shooting,Not Domestic,Jan-20,Murder,Solved,Westminster,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-20,Murder, Unsolved ,Westminster,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-20,Murder, Unsolved ,Westminster,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Nov-20,Murder,Solved,Westminster,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic,Dec-20,Murder, Unsolved ,Westminster,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-21,Murder,Solved,Wandsworth,Black
1,25 to 34,Male,Shooting,Not Domestic,Jun-21,Murder, Unsolved ,Wandsworth,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Aug-21,Murder,Solved,Kingston Upon Thames,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Dec-21,Murder,Solved,Kingston Upon Thames,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Mar-21,Murder,Solved,Hounslow,White
1,55 to 64,Male,"Pysical Assualt, no weapon",Not Domestic,Aug-21,Murder, Unsolved ,Hounslow,Asian
1,35 to 44,Male,Blunt Implement,Not Domestic,Oct-21,Murder, Unsolved ,Hounslow,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Nov-21,Murder,Solved,Hounslow,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Nov-21,Murder,Solved,Hounslow,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Dec-21,Murder,Solved,Hounslow,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,May-21,Murder,Solved,Richmond Upon Thames,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Oct-21,Murder,Solved,Richmond Upon Thames,Asian
1,45 to 54,Female,Not known/Not Recorded,Domestic,Nov-21,Murder, Unsolved ,Richmond Upon Thames,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jun-21,Murder,Solved,Hillingdon,Black
1,45 to 54,Male,"Pysical Assualt, no weapon",Not Domestic,Jul-21,Murder,Solved,Hillingdon,White
1,25 to 34,Male,Shooting,Not Domestic,Oct-21,Murder,Solved,Ealing,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Dec-21,Murder,Solved,Ealing,White
1,25 to 34,Female,Not known/Not Recorded,Not Domestic,Mar-21,Murder,Solved,Lambeth,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jun-21,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-21,Murder,Solved,Lambeth,White
1,35 to 44,Male,Blunt Implement,Not Domestic,Jul-21,Murder,Solved,Lambeth,White
1,65 and over,Female,Other Methods of Killing,Not Domestic,Jul-21,Murder,Solved,Tower Hamlets,White
1,65 and over,Male,Other Methods of Killing,Not Domestic,Jul-21,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jul-21,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Sep-21,Murder, Unsolved ,Lambeth,Black
1,25 to 34,Male,Shooting,Not Domestic,Oct-21,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Other Methods of Killing,Not Domestic,Aug-17,Corporate Manslaughter,Solved,Brent,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-17,Murder, Unsolved ,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic,Jun-17,Murder,Solved,Croydon,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-21,Murder,Solved,Merton,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Jan-21,Murder,Solved,Brent,White
